Date,Sample,Direction,Top.memory.card,Bottom.memory.card,Top.cam,Bottom.cam,Time.bottom,Time.end,Depth,Raw.hdd.number,Con.hdd.number,Latitude,Longitude,Comment,Habitat.image.exported,Site,Location,Status,Observer,Successful.count,Successful.length,Video.notes,Maxn.analyst,Maxn.complete.yyyymmdd,Maxn.checker,Length.analyst,Length.complete.date.yyyymmdd,Notes
8/3/2021,39,E,121,147,1205,1207,14:42:20,14:48:28,42.3,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,39,N,167,156,1201,1202,14:42:20,14:48:28,42.3,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,39,S,172,163,1208,1209,14:42:20,14:48:28,42.3,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,39,W,122,165,1231,1232,14:42:20,14:48:28,42.3,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,140,B,170,,1233,,14:54:08,15:00:15,42.4,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
8/3/2021,140,E,121,147,1205,1207,14:54:08,15:00:15,42.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,140,N,167,156,1201,1202,14:54:08,15:00:15,42.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,140,S,172,163,1208,1209,14:54:08,15:00:15,42.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,140,W,122,165,1231,1232,14:54:08,15:00:15,42.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,10,B,170,,1233,,15:04:55,15:11:15,41.5,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
8/3/2021,10,E,121,147,1205,1207,15:04:55,15:11:15,41.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,10,N,167,156,1201,1202,15:04:55,15:11:15,41.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,10,S,172,163,1208,1209,15:04:55,15:11:15,41.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,10,W,122,165,1231,1232,15:04:55,15:11:15,41.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,147,B,170,,1233,,15:18:53,15:25:12,43.3,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
8/3/2021,147,E,121,147,1205,1207,15:18:53,15:25:12,43.3,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,147,N,167,156,1201,1202,15:18:53,15:25:12,43.3,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,147,S,172,163,1208,1209,15:18:53,15:25:12,43.3,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,147,W,122,165,1231,1232,15:18:53,15:25:12,43.3,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,23,B,170,,1233,,15:29:52,15:36:40,43.2,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
8/3/2021,23,E,121,147,1205,1207,15:29:52,15:36:40,43.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,23,N,167,156,1201,1202,15:29:52,15:36:40,43.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,23,S,172,163,1208,1209,15:29:52,15:36:40,43.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
8/3/2021,23,W,122,165,1231,1232,15:29:52,15:36:40,43.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,Old Point,B,138,,1233,,07:36:34,07:43:45,42.3,RAW2,CON1,-34.0307,114.52884,,,,West Coast,,,,,,,,,,,
9/3/2021,Old Point,E,124,114,1205,1207,07:36:34,07:43:45,42.3,RAW2,CON1,-34.0307,114.52884,,Y,,West Coast,,,,,,,,,,,
9/3/2021,Old Point,N,151,162,1201,1202,07:36:34,07:43:45,42.3,RAW2,CON1,-34.0307,114.52884,,Y,,West Coast,,,,,,,,,,,
9/3/2021,Old Point,S,168,135,1208,1209,07:36:34,07:43:45,42.3,RAW2,CON1,-34.0307,114.52884,,Y,,West Coast,,,,,,,,,,,
9/3/2021,Old Point,W,169,136,1231,1232,07:36:34,07:43:45,42.3,RAW2,CON1,-34.0307,114.52884,,Y,,West Coast,,,,,,,,,,,
9/3/2021,41,B,138,,1233,,07:50:33,07:56:55,41.4,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,41,E,124,114,1205,1207,07:50:33,07:56:55,41.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,41,N,151,162,1201,1202,07:50:33,07:56:55,41.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,41,S,168,135,1208,1209,07:50:33,07:56:55,41.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,41,W,169,136,1231,1232,07:50:33,07:56:55,41.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,33,B,138,,1233,,08:07:39,08:14:08,46.7,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,33,E,124,114,1205,1207,08:07:39,08:14:08,46.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,33,N,151,162,1201,1202,08:07:39,08:14:08,46.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,33,S,168,135,1208,1209,08:07:39,08:14:08,46.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,33,W,169,136,1231,1232,08:07:39,08:14:08,46.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,86,B,138,,1233,,08:18:23,08:24:33,41.2,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,86,E,124,114,1205,1207,08:18:23,08:24:33,41.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,86,N,151,162,1201,1202,08:18:23,08:24:33,41.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,86,S,168,135,1208,1209,08:18:23,08:24:33,41.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,86,W,169,136,1231,1232,08:18:23,08:24:33,41.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,56,B,138,,1233,,08:30:02,08:36:32,41.6,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,56,E,124,114,1205,1207,08:30:02,08:36:32,41.6,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,56,N,151,162,1201,1202,08:30:02,08:36:32,41.6,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,56,S,168,135,1208,1209,08:30:02,08:36:32,41.6,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,56,W,169,136,1231,1232,08:30:02,08:36:32,41.6,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,65,B,138,,1233,,08:41:51,08:48:19,41.6,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,65,E,124,114,1205,1207,08:41:51,08:48:19,41.6,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,65,N,151,162,1201,1202,08:41:51,08:48:19,41.6,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,65,S,168,135,1208,1209,08:41:51,08:48:19,41.6,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,65,W,169,136,1231,1232,08:41:51,08:48:19,41.6,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,137,B,138,,1233,,08:57:16,09:03:48,42.1,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,137,E,124,114,1205,1207,08:57:16,09:03:48,42.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,137,N,151,162,1201,1202,08:57:16,09:03:48,42.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,137,S,168,135,1208,1209,08:57:16,09:03:48,42.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,137,W,169,136,1231,1232,08:57:16,09:03:48,42.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,48,B,138,,1233,,09:08:35,09:14:49,42.1,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,48,E,124,114,1205,1207,09:08:35,09:14:49,42.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,48,N,151,162,1201,1202,09:08:35,09:14:49,42.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,48,S,168,135,1208,1209,09:08:35,09:14:49,42.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,48,W,169,136,1231,1232,09:08:35,09:14:49,42.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,67,B,138,,1233,,09:19:29,09:27:33,42.5,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,67,E,124,114,1205,1207,09:19:29,09:27:33,42.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,67,N,151,162,1201,1202,09:19:29,09:27:33,42.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,67,S,168,135,1208,1209,09:19:29,09:27:33,42.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,67,W,169,136,1231,1232,09:19:29,09:27:33,42.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,126,B,138,,1233,,09:30:26,09:36:36,43.1,RAW2,CON1,,,Checked Cameras,,,West Coast,,,,,,,,,,,
9/3/2021,126,E,124,114,1205,1207,09:30:26,09:36:36,43.1,RAW2,CON1,,,Checked Cameras,Y,,West Coast,,,,,,,,,,,
9/3/2021,126,N,151,162,1201,1202,09:30:26,09:36:36,43.1,RAW2,CON1,,,Checked Cameras,Y,,West Coast,,,,,,,,,,,
9/3/2021,126,S,168,135,1208,1209,09:30:26,09:36:36,43.1,RAW2,CON1,,,Checked Cameras,Y,,West Coast,,,,,,,,,,,
9/3/2021,126,W,169,136,1231,1232,09:30:26,09:36:36,43.1,RAW2,CON1,,,Checked Cameras,Y,,West Coast,,,,,,,,,,,
9/3/2021,44,B,138,,1233,,09:43:34,09:49:50,43.8,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,44,E,124,114,1205,1207,09:43:34,09:49:50,43.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,44,N,151,162,1201,1202,09:43:34,09:49:50,43.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,44,S,168,135,1208,1209,09:43:34,09:49:50,43.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,44,W,169,136,1231,1232,09:43:34,09:49:50,43.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,35,B,138,,1233,,09:54:00,09:59:55,43.5,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,35,E,124,114,1205,1207,09:54:00,09:59:55,43.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,35,N,151,162,1201,1202,09:54:00,09:59:55,43.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,35,S,168,135,1208,1209,09:54:00,09:59:55,43.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,35,W,169,136,1231,1232,09:54:00,09:59:55,43.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,100,B,138,,1233,,10:03:01,10:09:10,43.4,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,100,E,124,114,1205,1207,10:03:01,10:09:10,43.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,100,N,151,162,1201,1202,10:03:01,10:09:10,43.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,100,S,168,135,1208,1209,10:03:01,10:09:10,43.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,100,W,169,136,1231,1232,10:03:01,10:09:10,43.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,7,B,138,,1233,,10:12:29,10:18:51,44.2,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,7,E,124,114,1205,1207,10:12:29,10:18:51,44.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,7,N,151,162,1201,1202,10:12:29,10:18:51,44.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,7,S,168,135,1208,1209,10:12:29,10:18:51,44.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,7,W,169,136,1231,1232,10:12:29,10:18:51,44.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,108,B,138,,1233,,10:21:15,10:27:19,44.1,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,108,E,124,114,1205,1207,10:21:15,10:27:19,44.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,108,N,151,162,1201,1202,10:21:15,10:27:19,44.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,108,S,168,135,1208,1209,10:21:15,10:27:19,44.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,108,W,169,136,1231,1232,10:21:15,10:27:19,44.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,26,B,138,,1233,,10:30:44,10:37:34,44.2,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,26,E,124,114,1205,1207,10:30:44,10:37:34,44.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,26,N,151,162,1201,1202,10:30:44,10:37:34,44.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,26,S,168,135,1208,1209,10:30:44,10:37:34,44.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,26,W,169,136,1231,1232,10:30:44,10:37:34,44.2,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,125,B,138,,1233,,10:40:33,10:46:38,45.8,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,125,E,124,114,1205,1207,10:40:33,10:46:38,45.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,125,N,151,162,1201,1202,10:40:33,10:46:38,45.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,125,S,168,135,1208,1209,10:40:33,10:46:38,45.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,125,W,169,136,1231,1232,10:40:33,10:46:38,45.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,98,B,138,,1233,,10:51:35,10:57:33,43.5,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,98,E,124,114,1205,1207,10:51:35,10:57:33,43.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,98,N,151,162,1201,1202,10:51:35,10:57:33,43.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,98,S,168,135,1208,1209,10:51:35,10:57:33,43.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,98,W,169,136,1231,1232,10:51:35,10:57:33,43.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,1,B,138,,1233,,11:05:09,11:11:00,44.1,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,1,E,124,114,1205,1207,11:05:09,11:11:00,44.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,1,N,151,162,1201,1202,11:05:09,11:11:00,44.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,1,S,168,135,1208,1209,11:05:09,11:11:00,44.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,1,W,169,136,1231,1232,11:05:09,11:11:00,44.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,83,B,138,,1233,,11:16:50,11:22:50,47.9,RAW2,CON1,,,Checked Cameras,,,West Coast,,,,,,,,,,,
9/3/2021,83,E,124,114,1205,1207,11:16:50,11:22:50,47.9,RAW2,CON1,,,Checked Cameras,Y,,West Coast,,,,,,,,,,,
9/3/2021,83,N,151,162,1201,1202,11:16:50,11:22:50,47.9,RAW2,CON1,,,Checked Cameras,Y,,West Coast,,,,,,,,,,,
9/3/2021,83,S,168,135,1208,1209,11:16:50,11:22:50,47.9,RAW2,CON1,,,Checked Cameras,Y,,West Coast,,,,,,,,,,,
9/3/2021,83,W,169,136,1231,1232,11:16:50,11:22:50,47.9,RAW2,CON1,,,Checked Cameras,Y,,West Coast,,,,,,,,,,,
9/3/2021,88,B,138,,1233,,11:29:20,11:35:58,50.3,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,88,E,124,114,1205,1207,11:29:20,11:35:58,50.3,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,88,N,151,162,1201,1202,11:29:20,11:35:58,50.3,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,88,S,168,135,1208,1209,11:29:20,11:35:58,50.3,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,88,W,169,136,1231,1232,11:29:20,11:35:58,50.3,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,36,B,138,,1233,,11:39:04,11:45:18,50.7,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,36,E,124,114,1205,1207,11:39:04,11:45:18,50.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,36,N,151,162,1201,1202,11:39:04,11:45:18,50.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,36,S,168,135,1208,1209,11:39:04,11:45:18,50.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,36,W,169,136,1231,1232,11:39:04,11:45:18,50.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,130,B,138,,1233,,11:51:00,11:57:41,48.1,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,130,E,124,114,1205,1207,11:51:00,11:57:41,48.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,130,N,151,162,1201,1202,11:51:00,11:57:41,48.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,130,S,168,135,1208,1209,11:51:00,11:57:41,48.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,130,W,169,136,1231,1232,11:51:00,11:57:41,48.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,46,B,138,,1233,,11:59:57,12:06:42,48.1,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,46,E,124,114,1205,1207,11:59:57,12:06:42,48.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,46,N,151,162,1201,1202,11:59:57,12:06:42,48.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,46,S,168,135,1208,1209,11:59:57,12:06:42,48.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,46,W,169,136,1231,1232,11:59:57,12:06:42,48.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,93,B,138,,1233,,12:12:12,12:18:46,45.1,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,93,E,124,114,1205,1207,12:12:12,12:18:46,45.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,93,N,151,162,1201,1202,12:12:12,12:18:46,45.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,93,S,168,135,1208,1209,12:12:12,12:18:46,45.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,93,W,169,136,1231,1232,12:12:12,12:18:46,45.1,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,78,B,138,,1233,,12:21:57,12:29:18,46.7,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,78,E,124,114,1205,1207,12:21:57,12:29:18,46.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,78,N,151,162,1201,1202,12:21:57,12:29:18,46.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,78,S,168,135,1208,1209,12:21:57,12:29:18,46.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,78,W,169,136,1231,1232,12:21:57,12:29:18,46.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,50,B,138,,1233,,12:32:09,12:38:29,45.7,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,50,E,124,114,1205,1207,12:32:09,12:38:29,45.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,50,N,151,162,1201,1202,12:32:09,12:38:29,45.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,50,S,168,135,1208,1209,12:32:09,12:38:29,45.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,50,W,169,136,1231,1232,12:32:09,12:38:29,45.7,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,80,B,138,,1233,,12:45:20,12:51:50,46.6,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,80,E,124,114,1205,1207,12:45:20,12:51:50,46.6,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,80,N,151,162,1201,1202,12:45:20,12:51:50,46.6,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,80,S,168,135,1208,1209,12:45:20,12:51:50,46.6,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,80,W,169,136,1231,1232,12:45:20,12:51:50,46.6,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,114,B,138,,1233,,12:55:55,13:02:44,46.4,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,114,E,124,114,1205,1207,12:55:55,13:02:44,46.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,114,N,151,162,1201,1202,12:55:55,13:02:44,46.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,114,S,168,135,1208,1209,12:55:55,13:02:44,46.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,114,W,169,136,1231,1232,12:55:55,13:02:44,46.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,64,B,138,,1233,,13:06:18,13:12:00,47.7,RAW2,CON1,,,Checked Cameras,,,West Coast,,,,,,,,,,,
9/3/2021,64,E,124,114,1205,1207,13:06:18,13:12:00,47.7,RAW2,CON1,,,Checked Cameras,Y,,West Coast,,,,,,,,,,,
9/3/2021,64,N,151,162,1201,1202,13:06:18,13:12:00,47.7,RAW2,CON1,,,Checked Cameras,Y,,West Coast,,,,,,,,,,,
9/3/2021,64,S,168,135,1208,1209,13:06:18,13:12:00,47.7,RAW2,CON1,,,Checked Cameras,Y,,West Coast,,,,,,,,,,,
9/3/2021,64,W,169,136,1231,1232,13:06:18,13:12:00,47.7,RAW2,CON1,,,Checked Cameras,Y,,West Coast,,,,,,,,,,,
9/3/2021,136,B,138,,1233,,13:18:35,13:25:23,46,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,136,E,124,114,1205,1207,13:18:35,13:25:23,46,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,136,N,151,162,1201,1202,13:18:35,13:25:23,46,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,136,S,168,135,1208,1209,13:18:35,13:25:23,46,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,136,W,169,136,1231,1232,13:18:35,13:25:23,46,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,97,B,138,,1233,,13:29:24,13:35:50,44.8,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,97,E,124,114,1205,1207,13:29:24,13:35:50,44.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,97,N,151,162,1201,1202,13:29:24,13:35:50,44.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,97,S,168,135,1208,1209,13:29:24,13:35:50,44.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,97,W,169,136,1231,1232,13:29:24,13:35:50,44.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,121,B,138,,1233,,13:40:06,13:48:56,42.8,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,121,E,124,114,1205,1207,13:40:06,13:48:56,42.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,121,N,151,162,1201,1202,13:40:06,13:48:56,42.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,121,S,168,135,1208,1209,13:40:06,13:48:56,42.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,121,W,169,136,1231,1232,13:40:06,13:48:56,42.8,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,3,B,138,,1233,,13:52:23,13:58:58,43.5,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,3,E,124,114,1205,1207,13:52:23,13:58:58,43.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,3,N,151,162,1201,1202,13:52:23,13:58:58,43.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,3,S,168,135,1208,1209,13:52:23,13:58:58,43.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,3,W,169,136,1231,1232,13:52:23,13:58:58,43.5,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,73,B,138,,1233,,14:01:47,14:08:50,43.4,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
9/3/2021,73,E,124,114,1205,1207,14:01:47,14:08:50,43.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,73,N,151,162,1201,1202,14:01:47,14:08:50,43.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,73,S,168,135,1208,1209,14:01:47,14:08:50,43.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,73,W,169,136,1231,1232,14:01:47,14:08:50,43.4,RAW2,CON1,,,,Y,,West Coast,,,,,,,,,,,
9/3/2021,118,B,138,,1233,,14:17:04,14:23:02,47.3,RAW2,CON1,,,,,,West Coast,,,,,,,,,,,
